customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,sessions_30d,campaign_clicks_30d,avg_discount_pct_180d
CUST00392,Dormant Customers,133,1,716.98,0,0.0,4,1,0.39
CUST00393,Champions,12,2,2231.04,1,0.0,5,1,0.19
CUST00394,New Customers,1,1,404.19,1,0.0,12,0,0.21
CUST00395,Dormant Customers,35,1,633.86,0,0.0,12,0,0.48
CUST00396,Champions,10,5,3031.78,1,0.0,10,2,0.214
CUST00397,Dormant Customers,79,1,1203.27,1,0.0,3,2,0.3
CUST00398,Champions,8,3,2505.73,1,0.0,11,0,0.237
CUST00399,Dormant Customers,262,0,0.0,0,0.0,3,0,0.0
CUST00400,Discount Sensitive,44,1,402.05,0,0.0,9,0,0.61
CUST00401,Dormant Customers,66,1,568.99,1,0.0,2,0,0.19
CUST00402,Dormant Customers,132,1,192.19,0,0.0,1,1,0.28
CUST00403,Champions,21,2,2029.32,0,0.0,15,1,0.12
CUST00404,Dormant Customers,193,0,0.0,0,0.0,1,1,0.0
CUST00405,New Customers,2,1,282.03,1,1.0,4,0,0.5
CUST00406,Loyal Customers,10,3,997.27,1,0.0,10,0,0.343
CUST00407,New Customers,18,1,1569.01,0,0.0,0,0,0.36
CUST00408,Dormant Customers,40,1,729.14,0,0.0,0,1,0.13
CUST00409,Loyal Customers,58,3,1404.08,1,0.333,11,1,0.29
CUST00410,Champions,1,2,1365.22,1,0.0,16,0,0.22
CUST00411,Dormant Customers,253,0,0.0,0,0.0,1,0,0.0
CUST00412,Dormant Customers,529,0,0.0,0,0.0,0,0,0.0
CUST00413,New Customers,26,1,220.96,1,0.0,16,0,0.48
CUST00414,New Customers,3,1,311.44,1,1.0,5,1,0.32
CUST00415,Dormant Customers,120,1,1236.13,0,0.0,1,2,0.21
CUST00416,Loyal Customers,28,2,1020.28,1,0.0,4,0,0.285
CUST00417,Dormant Customers,151,1,611.96,0,0.0,0,1,0.09
CUST00418,Champions,5,2,1919.75,1,0.0,8,2,0.14
CUST00419,Loyal Customers,98,2,1795.1,0,0.0,12,1,0.3
CUST00420,New Customers,18,1,1380.99,0,0.0,14,0,0.0
CUST00421,New Customers,0,1,1547.12,0,0.0,4,0,0.36
CUST00422,Dormant Customers,125,1,664.17,0,0.0,7,0,0.28
CUST00423,Loyal Customers,135,2,1922.89,0,0.0,1,0,0.24
CUST00424,Dormant Customers,113,1,625.54,0,0.0,5,1,0.26
CUST00425,Loyal Customers,113,2,1502.44,0,0.0,12,2,0.195
CUST00426,Dormant Customers,77,1,718.2,0,0.0,8,0,0.35
CUST00427,Dormant Customers,1,2,331.53,1,0.5,4,0,0.415
CUST00428,Loyal Customers,74,2,810.98,0,0.0,1,0,0.32
CUST00429,New Customers,6,1,432.48,1,0.0,13,2,0.26
CUST00430,Champions,22,3,2369.81,0,0.0,0,0,0.283
CUST00431,Loyal Customers,154,2,903.65,0,0.0,1,1,0.435
CUST00432,Loyal Customers,112,2,2306.14,0,0.0,9,0,0.18
CUST00433,Loyal Customers,36,2,1032.26,1,0.0,10,0,0.435
CUST00434,Dormant Customers,293,0,0.0,0,0.0,2,1,0.0
CUST00435,Dormant Customers,200,0,0.0,0,0.0,1,1,0.0
CUST00436,Loyal Customers,49,3,2100.42,0,0.0,2,0,0.24
CUST00437,Dormant Customers,151,1,729.22,0,0.0,0,0,0.25
CUST00438,Loyal Customers,64,3,2466.39,2,1.0,6,2,0.16
CUST00439,Dormant Customers,119,1,501.55,0,0.0,7,0,0.41
CUST00440,Discount Sensitive,64,1,325.03,1,0.0,5,0,0.56
CUST00441,Dormant Customers,211,0,0.0,0,0.0,1,0,0.0
CUST00442,Loyal Customers,69,3,1148.99,0,0.0,2,0,0.387
CUST00443,Dormant Customers,265,0,0.0,0,0.0,2,0,0.0
CUST00444,Dormant Customers,232,0,0.0,0,0.0,1,1,0.0
CUST00445,New Customers,26,1,1594.8,0,0.0,4,1,0.43
CUST00446,New Customers,26,1,521.16,0,0.0,9,0,0.33
CUST00447,Champions,36,6,2647.85,2,0.167,6,1,0.39
CUST00448,Dormant Customers,136,1,678.51,0,0.0,11,3,0.39
CUST00449,Dormant Customers,209,0,0.0,0,0.0,1,0,0.0
CUST00450,Dormant Customers,44,1,862.9,0,0.0,5,0,0.24
CUST00451,Champions,29,2,2306.23,0,0.0,3,0,0.17
CUST00452,Dormant Customers,256,0,0.0,0,0.0,2,0,0.0
CUST00453,Champions,17,4,3032.93,1,0.0,1,0,0.285
CUST00454,Champions,13,3,1507.78,2,0.0,17,1,0.173
CUST00455,Dormant Customers,273,0,0.0,0,0.0,0,0,0.0
CUST00456,Dormant Customers,147,1,1052.09,0,0.0,0,1,0.06
CUST00457,Dormant Customers,321,0,0.0,0,0.0,1,0,0.0
CUST00458,Champions,4,2,1371.81,0,0.0,4,0,0.4
CUST00459,Dormant Customers,237,0,0.0,0,0.0,5,0,0.0
CUST00460,Champions,19,5,3252.95,1,0.2,8,1,0.316
CUST00461,Dormant Customers,194,0,0.0,0,0.0,3,1,0.0
CUST00462,Discount Sensitive,35,1,744.65,0,0.0,2,0,0.64
CUST00463,Champions,29,4,5048.68,0,0.0,0,0,0.253
CUST00464,Loyal Customers,106,3,1513.01,0,0.0,6,1,0.357
CUST00465,Dormant Customers,177,1,1298.74,0,0.0,3,1,0.37
CUST00466,Champions,25,5,3048.01,0,0.2,9,2,0.36
CUST00467,New Customers,3,1,487.76,0,0.0,7,1,0.22
CUST00468,Dormant Customers,198,0,0.0,0,0.0,1,1,0.0
CUST00469,Champions,19,3,1886.95,0,0.0,8,0,0.453
CUST00470,Discount Sensitive,166,1,218.29,0,0.0,1,0,0.51
CUST00471,Dormant Customers,126,1,307.23,0,0.0,5,0,0.49
CUST00472,Dormant Customers,114,1,1728.07,0,0.0,0,0,0.04
CUST00473,Loyal Customers,121,2,1291.76,0,0.5,0,0,0.3
CUST00474,Champions,22,3,1652.35,0,0.333,5,0,0.243
CUST00475,Loyal Customers,39,2,822.87,0,0.0,2,0,0.145
CUST00476,Discount Sensitive,140,1,335.33,0,0.0,6,0,0.63
CUST00477,Loyal Customers,60,2,1480.16,0,0.0,2,1,0.465
CUST00478,Loyal Customers,31,2,862.04,0,0.0,8,1,0.395
CUST00479,Dormant Customers,269,0,0.0,0,0.0,5,0,0.0
CUST00480,Dormant Customers,148,1,491.6,0,0.0,2,0,0.24
CUST00481,Loyal Customers,43,2,934.12,0,0.0,10,1,0.19
CUST00482,Dormant Customers,32,1,961.86,0,0.0,15,1,0.39
CUST00483,Loyal Customers,107,2,1258.46,0,0.0,3,0,0.29
CUST00484,Loyal Customers,62,2,1741.75,1,0.0,9,0,0.15
CUST00485,Dormant Customers,228,0,0.0,0,0.0,1,1,0.0
CUST00486,Dormant Customers,44,1,810.16,0,0.0,10,0,0.05
CUST00487,New Customers,29,1,617.91,1,0.0,2,0,0.32
CUST00488,Dormant Customers,217,0,0.0,0,0.0,8,1,0.0
CUST00489,Dormant Customers,210,0,0.0,0,0.0,10,0,0.0
CUST00490,New Customers,7,1,557.54,1,1.0,8,1,0.13
CUST00491,Dormant Customers,97,1,540.89,1,1.0,10,1,0.24
CUST00492,Dormant Customers,61,1,509.57,0,0.0,0,0,0.45
CUST00493,Loyal Customers,108,2,1757.06,0,0.5,10,3,0.285
CUST00494,New Customers,11,1,660.15,0,0.0,6,0,0.15
CUST00495,Champions,45,2,2001.59,0,0.0,4,0,0.32
CUST00496,Dormant Customers,35,1,1586.18,0,0.0,4,0,0.43
CUST00497,High Value But Unhappy,159,1,1724.62,0,0.0,1,2,0.14
CUST00498,Loyal Customers,24,2,970.31,0,0.0,3,0,0.145
CUST00499,New Customers,18,1,1553.47,0,0.0,1,0,0.02
CUST00500,Champions,43,2,2352.5,0,0.0,10,1,0.225
CUST00501,Champions,20,4,2834.75,1,0.0,4,0,0.182
CUST00502,Champions,17,2,1615.24,0,0.0,13,0,0.475
CUST00503,Loyal Customers,48,3,2246.7,2,0.0,4,0,0.3
CUST00504,New Customers,15,1,1602.01,0,0.0,9,2,0.2
CUST00505,Dormant Customers,125,1,1027.23,0,0.0,9,1,0.21
CUST00506,Champions,38,3,2912.1,0,0.0,0,1,0.24
CUST00507,Dormant Customers,120,1,2716.4,0,0.0,1,0,0.31
CUST00508,Dormant Customers,148,1,717.51,0,0.0,6,0,0.13
CUST00509,New Customers,21,1,954.21,0,0.0,9,1,0.36
CUST00510,Dormant Customers,162,1,531.36,0,0.0,4,1,0.18
CUST00511,Champions,5,2,1447.75,1,0.0,18,0,0.205
CUST00512,Champions,16,4,2468.63,1,0.0,6,0,0.203
CUST00513,Champions,27,4,2536.83,1,0.0,6,0,0.223
CUST00514,Dormant Customers,93,1,1687.55,0,0.0,11,4,0.2
CUST00515,Champions,6,2,1540.13,0,0.0,2,0,0.3
CUST00516,New Customers,27,1,623.59,0,0.0,9,2,0.19
CUST00517,Dormant Customers,59,1,612.95,0,0.0,2,3,0.19
CUST00518,New Customers,23,1,226.9,0,0.0,5,0,0.12
CUST00519,Dormant Customers,81,1,412.42,0,0.0,0,0,0.33
CUST00520,New Customers,2,1,503.98,0,0.0,2,2,0.1
CUST00521,Champions,42,6,2945.06,1,0.0,5,3,0.342
CUST00522,Dormant Customers,462,0,0.0,0,0.0,1,2,0.0
CUST00523,New Customers,29,1,921.24,0,0.0,7,0,0.54
CUST00524,New Customers,11,1,1453.6,0,0.0,10,1,0.3
CUST00525,Dormant Customers,220,0,0.0,0,0.0,1,0,0.0
CUST00526,New Customers,2,1,1131.41,0,0.0,6,0,0.38
CUST00527,High Value But Unhappy,113,1,1920.65,0,0.0,1,0,0.32
CUST00528,New Customers,14,1,556.1,0,0.0,12,0,0.45
CUST00529,Dormant Customers,63,1,1129.52,1,0.0,11,2,0.24
CUST00530,Loyal Customers,57,2,1840.55,0,0.0,2,0,0.19
CUST00531,Dormant Customers,43,2,648.41,1,0.0,1,0,0.48
CUST00532,Dormant Customers,118,1,880.45,0,0.0,1,0,0.38
CUST00533,New Customers,4,1,149.0,1,0.0,9,0,0.56
CUST00534,Loyal Customers,74,2,1020.2,0,0.0,4,0,0.1
CUST00535,Dormant Customers,138,1,192.93,0,0.0,5,1,0.49
CUST00536,Loyal Customers,55,4,4432.75,0,0.0,14,1,0.182
CUST00537,New Customers,2,1,447.58,0,0.0,4,0,0.32
CUST00538,Loyal Customers,70,2,1306.09,0,0.0,5,2,0.145
CUST00539,Loyal Customers,65,3,4301.82,0,0.0,1,1,0.207
CUST00540,Loyal Customers,56,2,718.07,0,0.0,3,0,0.265
CUST00541,Loyal Customers,132,4,2894.17,0,0.0,1,2,0.34
CUST00542,Dormant Customers,54,1,576.88,0,0.0,1,1,0.3
CUST00543,Dormant Customers,197,0,0.0,0,0.0,2,2,0.0
CUST00544,Dormant Customers,85,1,757.57,0,0.0,6,0,0.06
CUST00545,New Customers,1,1,603.57,1,0.0,9,2,0.35
CUST00546,Champions,3,2,2127.37,0,0.0,12,1,0.305
CUST00547,Dormant Customers,39,1,1001.24,1,1.0,6,0,0.12
CUST00548,Dormant Customers,165,1,858.7,0,0.0,6,0,0.28
CUST00549,Loyal Customers,132,2,1035.57,0,0.0,1,1,0.35
CUST00550,New Customers,11,1,525.8,0,0.0,0,0,0.42
CUST00551,New Customers,25,1,470.34,0,0.0,10,2,0.05
CUST00552,New Customers,4,1,567.45,0,0.0,12,1,0.16
CUST00553,Dormant Customers,293,0,0.0,0,0.0,2,0,0.0
CUST00554,Loyal Customers,7,2,750.58,0,0.0,10,0,0.45
CUST00555,Loyal Customers,45,2,1122.75,1,0.0,3,1,0.135
CUST00556,New Customers,26,1,936.16,1,0.0,1,0,0.25
CUST00557,Loyal Customers,16,2,977.03,0,0.0,17,1,0.2
CUST00558,Dormant Customers,399,0,0.0,0,0.0,1,0,0.0
CUST00559,New Customers,1,1,469.57,0,0.0,2,1,0.22
CUST00560,Dormant Customers,231,0,0.0,0,0.0,1,0,0.0
CUST00561,New Customers,4,1,256.33,1,0.0,16,0,0.35
CUST00562,Dormant Customers,259,0,0.0,0,0.0,1,1,0.0
CUST00563,Dormant Customers,105,1,463.49,0,0.0,1,0,0.23
CUST00564,Dormant Customers,130,1,584.7,0,0.0,10,0,0.15
CUST00565,Dormant Customers,39,1,275.55,0,0.0,10,2,0.11
CUST00566,New Customers,22,1,657.76,0,0.0,25,0,0.32
CUST00567,Champions,3,2,1674.78,0,0.0,9,0,0.28
CUST00568,Dormant Customers,34,1,482.12,0,0.0,3,0,0.38
CUST00569,Dormant Customers,113,1,430.0,0,0.0,7,3,0.38
CUST00570,Dormant Customers,168,1,976.72,0,1.0,0,1,0.11
CUST00571,Dormant Customers,32,1,598.14,1,1.0,5,0,0.28
CUST00572,Loyal Customers,51,4,2434.63,0,0.0,8,0,0.28
CUST00573,Loyal Customers,125,3,1879.54,0,0.0,0,0,0.323
CUST00574,Champions,5,6,5505.69,0,0.0,14,1,0.215
CUST00575,Dormant Customers,83,1,548.72,1,0.0,6,1,0.3
CUST00576,Dormant Customers,46,1,470.46,0,0.0,15,1,0.31
CUST00577,Loyal Customers,72,2,1058.36,0,0.0,7,2,0.18
CUST00578,Dormant Customers,376,0,0.0,0,0.0,2,2,0.0
CUST00579,New Customers,10,1,301.68,0,0.0,1,0,0.39
CUST00580,Dormant Customers,74,1,713.84,0,0.0,4,1,0.14
CUST00581,Loyal Customers,76,2,1527.79,0,0.0,0,0,0.185
CUST00582,Dormant Customers,286,0,0.0,0,0.0,2,2,0.0
CUST00583,Dormant Customers,263,0,0.0,0,0.0,2,0,0.0
CUST00584,Dormant Customers,83,1,591.05,0,0.0,9,0,0.3
CUST00585,Loyal Customers,113,2,967.27,0,0.0,15,2,0.265
CUST00586,Dormant Customers,128,1,371.62,0,0.0,1,0,0.26
CUST00587,New Customers,18,1,275.79,0,0.0,10,0,0.52
CUST00588,Dormant Customers,76,1,649.95,0,0.0,6,0,0.19
CUST00589,Dormant Customers,71,1,479.6,1,0.0,4,1,0.38
CUST00590,Dormant Customers,140,1,515.92,0,0.0,7,3,0.31
CUST00591,Dormant Customers,69,1,865.39,0,0.0,2,4,0.41
CUST00592,New Customers,20,1,627.36,0,0.0,3,0,0.4
CUST00593,Champions,29,4,2441.17,1,0.0,9,0,0.292
CUST00594,Dormant Customers,91,1,448.78,0,0.0,0,0,0.5
CUST00595,Champions,20,3,1431.75,0,0.0,9,0,0.363
CUST00596,Dormant Customers,50,1,503.66,1,0.0,13,1,0.48
CUST00597,Dormant Customers,52,1,1256.0,1,0.0,0,0,0.35
CUST00598,New Customers,7,1,545.96,0,0.0,20,3,0.23
CUST00599,Loyal Customers,169,2,2008.74,0,0.0,2,1,0.095
CUST00600,Dormant Customers,263,0,0.0,0,0.0,3,0,0.0
CUST00601,Dormant Customers,70,1,537.85,0,0.0,8,3,0.04
CUST00602,Discount Sensitive,91,1,171.18,0,0.0,5,1,0.57
CUST00603,Champions,10,6,3515.31,2,0.0,12,1,0.338
CUST00604,Dormant Customers,90,1,761.72,0,0.0,2,1,0.18
CUST00605,Loyal Customers,160,2,1049.15,0,0.0,8,0,0.135
CUST00606,Dormant Customers,120,1,240.15,0,0.0,7,0,0.24
CUST00607,Dormant Customers,249,0,0.0,0,0.0,9,0,0.0
CUST00608,Champions,27,2,1397.1,1,0.0,7,0,0.36
CUST00609,Champions,6,5,4581.16,0,0.0,6,1,0.406
CUST00610,Champions,22,3,3213.04,1,0.333,10,0,0.34
CUST00611,Dormant Customers,235,0,0.0,0,0.0,5,0,0.0
CUST00612,Loyal Customers,48,2,2120.98,0,0.0,9,0,0.35
CUST00613,Champions,4,4,2969.31,2,0.0,14,0,0.435
CUST00614,Dormant Customers,196,0,0.0,0,0.0,1,1,0.0
CUST00615,Dormant Customers,34,1,446.03,1,1.0,4,1,0.17
CUST00616,Loyal Customers,36,2,1139.91,1,0.0,10,0,0.165
CUST00617,Champions,14,6,4116.99,0,0.0,8,0,0.385
CUST00618,Loyal Customers,92,2,1570.53,0,0.0,8,3,0.215
CUST00619,Loyal Customers,2,2,925.36,0,0.0,8,0,0.215
CUST00620,Dormant Customers,90,1,449.48,1,0.0,17,2,0.26
CUST00621,Dormant Customers,92,1,348.53,0,0.0,6,1,0.29
CUST00622,Dormant Customers,180,1,1369.13,0,0.0,1,3,0.18
CUST00623,Loyal Customers,108,4,1945.71,0,0.25,18,2,0.323
CUST00624,Dormant Customers,232,0,0.0,0,0.0,4,0,0.0
CUST00625,Loyal Customers,66,3,1716.26,0,0.0,2,0,0.387
CUST00626,Champions,9,2,1214.38,1,0.0,12,0,0.23
CUST00627,Dormant Customers,75,1,403.11,0,0.0,6,1,0.28
CUST00628,Discount Sensitive,59,1,232.57,1,0.0,9,1,0.58
CUST00629,Dormant Customers,44,1,442.4,0,0.0,2,1,0.42
CUST00630,Loyal Customers,93,2,1967.63,0,0.0,20,1,0.285
CUST00631,Loyal Customers,68,3,1238.87,0,0.0,0,0,0.49
CUST00632,Dormant Customers,61,1,1078.63,0,0.0,11,1,0.45
CUST00633,Dormant Customers,33,1,1619.36,0,0.0,4,1,0.17
CUST00634,Loyal Customers,118,2,727.14,0,0.0,1,0,0.23
CUST00635,Dormant Customers,134,1,1016.46,0,0.0,1,1,0.35
CUST00636,Loyal Customers,72,2,2158.95,0,0.0,1,0,0.195
CUST00637,Discount Sensitive,60,1,928.75,0,0.0,1,0,0.56
CUST00638,Dormant Customers,173,1,300.91,0,0.0,0,0,0.33
CUST00639,Dormant Customers,369,0,0.0,0,0.0,1,0,0.0
CUST00640,Dormant Customers,130,1,641.86,0,0.0,0,1,0.28
CUST00641,Champions,35,3,1518.18,0,0.0,5,1,0.303
CUST00642,Champions,18,3,1654.45,0,0.0,4,0,0.407
CUST00643,Dormant Customers,155,1,1091.34,0,0.0,14,1,0.26
CUST00644,Loyal Customers,78,2,715.36,0,0.0,0,3,0.285
CUST00645,Dormant Customers,252,0,0.0,0,0.0,0,0,0.0
CUST00646,Dormant Customers,117,1,624.08,0,0.0,5,0,0.07
CUST00647,Dormant Customers,64,1,507.52,1,0.0,2,0,0.13
CUST00648,Dormant Customers,31,1,1298.17,0,0.0,3,3,0.13
CUST00649,Dormant Customers,124,1,364.41,0,0.0,5,0,0.34
CUST00650,Loyal Customers,59,2,2193.25,0,0.0,6,0,0.345
CUST00651,Champions,34,2,2189.98,0,0.0,6,2,0.395
CUST00652,Loyal Customers,75,2,2138.43,0,0.0,13,2,0.505
CUST00653,Champions,32,2,2037.83,0,0.0,19,0,0.235
CUST00654,Champions,8,4,4671.99,2,0.5,8,0,0.11
CUST00655,Dormant Customers,79,1,631.53,0,0.0,0,0,0.11
CUST00656,Loyal Customers,67,2,1360.96,0,0.0,16,0,0.24
CUST00657,Dormant Customers,63,2,674.97,1,0.5,5,1,0.38
CUST00658,Dormant Customers,219,0,0.0,0,0.0,3,1,0.0
CUST00659,New Customers,16,1,883.27,0,0.0,21,4,0.37
CUST00660,Dormant Customers,43,1,573.43,0,0.0,7,2,0.16
CUST00661,Dormant Customers,180,1,415.44,0,0.0,1,0,0.44
CUST00662,Dormant Customers,124,1,852.96,0,0.0,2,0,0.27
CUST00663,Loyal Customers,64,3,1861.9,0,0.0,14,0,0.4
CUST00664,New Customers,20,1,237.27,1,0.0,1,0,0.34
CUST00665,Champions,35,3,1936.8,1,0.333,3,0,0.237
CUST00666,New Customers,3,1,540.99,1,0.0,1,1,0.32
CUST00667,Champions,25,2,1406.34,0,0.5,7,0,0.22
CUST00668,Loyal Customers,42,2,952.41,0,0.0,3,0,0.16
CUST00669,Loyal Customers,57,3,2774.76,0,0.0,1,0,0.243
CUST00670,Dormant Customers,242,0,0.0,0,0.0,0,1,0.0
CUST00671,Champions,2,3,2568.33,0,0.0,13,0,0.34
CUST00672,Dormant Customers,141,1,434.37,0,0.0,10,3,0.47
CUST00673,Dormant Customers,118,1,1297.2,0,0.0,1,1,0.36
CUST00674,Loyal Customers,56,5,2521.51,0,0.0,14,0,0.28
CUST00675,Loyal Customers,130,2,4218.15,0,0.0,8,1,0.235
CUST00676,New Customers,6,1,714.17,1,0.0,9,2,0.4
CUST00677,New Customers,6,1,291.61,0,0.0,1,0,0.36
CUST00678,Dormant Customers,196,0,0.0,0,0.0,1,0,0.0
CUST00679,Loyal Customers,83,3,2474.75,0,0.0,3,3,0.337
CUST00680,Dormant Customers,215,0,0.0,0,0.0,1,0,0.0
CUST00681,Dormant Customers,211,0,0.0,0,0.0,1,0,0.0
CUST00682,New Customers,19,1,1238.23,1,0.0,6,1,0.17
CUST00683,Champions,0,3,3422.7,1,0.0,7,1,0.25
CUST00684,Dormant Customers,140,1,547.13,0,0.0,2,0,0.34
CUST00685,New Customers,2,1,1158.09,0,0.0,3,1,0.44
CUST00686,Dormant Customers,127,1,318.48,0,0.0,21,1,0.31
CUST00687,Loyal Customers,117,3,2804.77,0,0.0,1,0,0.31
CUST00688,Champions,13,4,2214.44,1,0.25,1,0,0.265
CUST00689,Loyal Customers,70,4,4514.31,0,0.0,13,0,0.1
CUST00690,Champions,4,3,3098.92,0,0.0,11,3,0.303
CUST00691,Loyal Customers,61,2,1222.65,0,0.0,14,3,0.52
CUST00692,Dormant Customers,58,1,269.14,0,0.0,0,1,0.48
CUST00693,Dormant Customers,147,1,804.56,0,0.0,0,0,0.27
CUST00694,Dormant Customers,74,1,345.14,0,0.0,14,0,0.23
CUST00695,Dormant Customers,198,0,0.0,0,0.0,4,0,0.0
CUST00696,Loyal Customers,40,2,796.15,0,0.0,1,0,0.315
CUST00697,Dormant Customers,247,0,0.0,0,0.0,1,0,0.0
CUST00698,Champions,14,3,2572.72,2,0.333,11,0,0.27
CUST00699,Loyal Customers,47,4,2191.51,0,0.0,15,0,0.383
CUST00700,Dormant Customers,49,1,345.91,0,0.0,1,0,0.22
CUST00701,Dormant Customers,122,1,892.63,0,0.0,10,0,0.0
CUST00702,Dormant Customers,77,1,357.55,1,0.0,2,0,0.11
CUST00703,Dormant Customers,104,1,360.06,0,0.0,3,0,0.31
CUST00704,Loyal Customers,22,2,1084.34,0,0.0,12,0,0.345
CUST00705,New Customers,12,1,872.61,1,1.0,1,0,0.0
CUST00706,New Customers,2,1,439.07,0,0.0,2,0,0.33
CUST00707,Dormant Customers,189,0,0.0,0,0.0,10,0,0.0
CUST00708,Champions,45,4,2683.09,1,0.0,5,0,0.305
CUST00709,Dormant Customers,129,1,1966.47,0,0.0,0,0,0.13
CUST00710,Champions,16,4,2426.17,0,0.0,8,0,0.275
CUST00711,Champions,19,5,4117.05,1,0.0,10,2,0.416
CUST00712,New Customers,4,1,676.24,0,0.0,2,0,0.2
CUST00713,Champions,3,4,3625.93,2,0.25,10,0,0.31
CUST00714,Loyal Customers,40,3,1036.94,1,0.333,2,1,0.497
CUST00715,Loyal Customers,25,3,954.63,0,0.0,4,0,0.517
CUST00716,Champions,6,3,1449.24,1,0.0,14,2,0.29
CUST00717,New Customers,0,1,884.85,0,0.0,6,0,0.31
CUST00718,Dormant Customers,117,1,348.64,0,0.0,2,1,0.2
CUST00719,Dormant Customers,168,1,461.68,0,0.0,2,0,0.41
CUST00720,Dormant Customers,291,0,0.0,0,0.0,1,1,0.0
CUST00721,New Customers,14,1,1856.99,0,0.0,8,1,0.1
CUST00722,New Customers,30,1,256.54,1,1.0,1,0,0.6
CUST00723,Dormant Customers,69,1,546.81,0,0.0,7,1,0.1
CUST00724,Loyal Customers,8,2,1014.94,0,0.0,8,2,0.12
CUST00725,Loyal Customers,141,2,950.51,0,0.0,0,0,0.39
CUST00726,Loyal Customers,98,4,4849.51,0,0.25,10,0,0.34
CUST00727,Champions,8,4,2696.01,0,0.25,10,2,0.343
CUST00728,Dormant Customers,66,1,396.38,1,1.0,6,0,0.22
CUST00729,Dormant Customers,140,1,1324.83,0,0.0,1,1,0.38
CUST00730,Dormant Customers,232,0,0.0,0,0.0,3,0,0.0
CUST00731,Dormant Customers,136,1,433.67,0,0.0,2,1,0.42
CUST00732,New Customers,6,1,402.61,1,0.0,6,1,0.13
CUST00733,Dormant Customers,66,1,376.53,0,0.0,5,0,0.31
CUST00734,Loyal Customers,89,2,2020.81,0,0.0,6,0,0.38
CUST00735,Champions,12,2,1244.28,0,0.0,1,0,0.42
CUST00736,Loyal Customers,66,3,1727.68,0,0.0,3,0,0.353
CUST00737,New Customers,24,1,872.88,0,0.0,1,0,0.16
CUST00738,Dormant Customers,78,1,545.24,1,1.0,8,2,0.18
CUST00739,New Customers,24,1,1047.95,0,0.0,8,1,0.27
CUST00740,Dormant Customers,261,0,0.0,0,0.0,5,2,0.0
CUST00741,Dormant Customers,225,0,0.0,0,0.0,3,1,0.0
CUST00742,Dormant Customers,49,1,441.54,0,0.0,5,0,0.47
CUST00743,New Customers,1,1,1124.66,0,0.0,3,2,0.4
CUST00744,Loyal Customers,65,2,1108.58,0,0.0,2,2,0.14
CUST00745,New Customers,1,1,1077.53,0,0.0,14,0,0.28
CUST00746,Discount Sensitive,177,1,352.33,0,0.0,0,0,0.53
CUST00747,New Customers,11,1,1123.87,1,0.0,13,0,0.31
CUST00748,Loyal Customers,58,3,2603.35,0,0.0,5,0,0.123
CUST00749,New Customers,11,1,872.34,0,0.0,13,3,0.41
CUST00750,Loyal Customers,49,2,962.3,0,0.0,8,1,0.39
CUST00751,New Customers,15,1,657.24,0,0.0,8,1,0.21
CUST00752,Loyal Customers,97,2,1319.55,0,0.0,2,0,0.235
CUST00753,Dormant Customers,143,1,1093.17,0,0.0,9,0,0.16
CUST00754,Champions,37,2,3639.05,0,0.0,18,1,0.13
CUST00755,Dormant Customers,200,0,0.0,0,0.0,12,2,0.0
CUST00756,Dormant Customers,113,1,329.74,0,0.0,0,0,0.33
CUST00757,New Customers,8,1,481.24,0,0.0,4,1,0.33
CUST00758,Loyal Customers,78,3,1129.62,0,0.0,13,1,0.31
CUST00759,Champions,38,2,1562.24,0,0.0,4,0,0.26
CUST00760,Dormant Customers,162,1,368.74,0,1.0,1,0,0.32
CUST00761,Dormant Customers,193,0,0.0,0,0.0,1,0,0.0
CUST00762,Champions,46,2,2784.57,0,0.5,8,0,0.24
CUST00763,Dormant Customers,188,0,0.0,0,0.0,0,0,0.0
CUST00764,Champions,23,2,1414.13,0,0.0,8,0,0.145
CUST00765,Loyal Customers,98,2,2264.58,0,0.0,2,0,0.385
CUST00766,Dormant Customers,166,1,389.83,0,0.0,7,0,0.3
CUST00767,Dormant Customers,75,1,468.97,1,0.0,7,3,0.32
CUST00768,Champions,21,2,1483.56,1,0.0,3,0,0.175
CUST00769,Loyal Customers,18,2,971.74,0,0.0,2,0,0.275
CUST00770,Champions,27,3,2711.16,1,0.0,12,1,0.2
CUST00771,Dormant Customers,90,1,456.76,1,0.0,8,0,0.41
CUST00772,Dormant Customers,190,0,0.0,0,0.0,9,1,0.0
CUST00773,Dormant Customers,71,1,658.94,0,0.0,4,0,0.1
CUST00774,Dormant Customers,101,1,364.21,0,0.0,2,0,0.15
CUST00775,New Customers,23,1,1298.92,0,0.0,8,2,0.23
CUST00776,Dormant Customers,135,1,547.9,0,0.0,0,0,0.27
CUST00777,New Customers,10,1,720.41,0,0.0,2,1,0.32
CUST00778,Dormant Customers,331,0,0.0,0,0.0,1,0,0.0
CUST00779,New Customers,6,1,416.15,0,0.0,3,1,0.49
CUST00780,Champions,36,4,3232.4,2,0.25,12,0,0.29
CUST00781,Dormant Customers,49,1,442.8,0,0.0,4,0,0.38
CUST00782,Dormant Customers,194,0,0.0,0,0.0,1,2,0.0
CUST00783,Dormant Customers,232,0,0.0,0,0.0,3,2,0.0
CUST00784,Champions,45,2,1269.12,0,0.0,11,1,0.355
CUST00785,Champions,11,3,1464.91,0,0.0,5,0,0.403
